index,text,end,start,user,index_column
769,Finds heavy french fry eaters have double the chance of death could french fries be killing you french fries are killing you.,00:32:37.830,00:32:29.790,Paul McCartney,763
770,This is true. According to a peer reviewed study published in the American Journal of Clinical Nutrition and what the journal actually said,00:32:46.410,00:32:38.130,Paul McCartney,764
771,"Is that if you eat any form of fried potato more than twice a week, which means three times per week or more you double your risk of death.",00:32:54.270,00:32:47.070,Paul McCartney,765
772,"And it's true. That is what the journal said, and I went back to the study. So let's, let's start with our questions who well in the study. The average person was a 60 YEAR OLD MAN Okay.",00:33:06.450,00:32:54.660,Paul McCartney,766
773,"And what we really want to know is, we want to know what the differences for risk of death of a 60 year old man, if you eat no potatoes. No french fries versus if you do",00:33:17.670,00:33:07.170,Paul McCartney,767
774,"And that is doubling your risk of death. So our COO and our what makes sense. The question is, is how is it interpreted. So let's look at it a little bit of a different way than doubling your risk of death.",00:33:29.280,00:33:18.030,Paul McCartney,768
775,"If you're a 60 year old man, your risk of death at any point in time, regardless of how much you eat.",00:33:35.220,00:33:29.820,Paul McCartney,769
776,"Is 1% meaning that if I line up 160 year old men. One of them will die in the next year, just by virtue of the fact that they're 60 and their male sorry 60 year old man apologize but it's going to be better at the end.",00:33:47.820,00:33:35.880,Paul McCartney,770
777,"Now, if these 100 men eat french fries three times per week or more for their entire lives instead of one of them dying.",00:34:02.190,00:33:48.570,Paul McCartney,771
778,"To will we double our risk of death instead of one, two, which is still bad. Okay, but it sounds a whole lot better to go from a 1% to a 2% then doubling your risk of death.",00:34:15.390,00:34:03.180,Paul McCartney,772
779,"And I also, you know, I don't know about you guys, but when I eat french",00:34:19.260,00:34:16.320,Paul McCartney,773
780,"Like I eat french fries. I love them, but I don't really just eat french fries. Right. I have like a couple of beers. I have a big old juicy cheeseburger right there with me.",00:34:28.950,00:34:19.530,Paul McCartney,774
781,"And you know if I'm eating french fries three times per week or more, I'm not sure I'm like eating perfectly healthy. The rest of the time. Okay.",00:34:36.390,00:34:29.250,Paul McCartney,775
782,I may not exactly be you know out there running five miles per day. If I'm eating french fries three times per week or more. So could it potentially be something else that has an effect on this.,00:34:46.290,00:34:36.570,Paul McCartney,776
783,"So that how we interpret, whether it's double risk of death or one in 100 to two and 100 and these dudes get to eat french fries. All time",00:34:54.960,00:34:47.220,Paul McCartney,777
784,changes how we see this data. Let's look at another example. And this brings us to the covert testing that we were discussing here earlier.,00:35:03.360,00:34:55.500,Paul McCartney,778
785,"And yes, it is too bad that we can't rely on news outlets, you really have to think about these things and ask these questions yourself, which is very, very difficult.",00:35:12.210,00:35:03.690,Paul McCartney,779
786,"Okay, I have the antibodies. So it's safe. If we hang out. We now have an antibody test for coven",00:35:19.230,00:35:12.960,Paul McCartney,780
787,Meaning that if you've had coven you take the antibody test. If you have the antibodies. The idea is that you are then immune from coven and you also cannot pass it on to other people.,00:35:28.290,00:35:19.470,Paul McCartney,781
788,For the purposes of this will assume that's true that if you have antibodies. You can you assume that you're immune and you cannot pass it on to other people.,00:35:36.930,00:35:28.800,Paul McCartney,782
789,"And I've had people say this to me. I've had friends say this to me. I have the antibodies. So it's safe. We can hang out. You can be around me and then go be around your elderly parents, no problem.",00:35:46.920,00:35:37.290,Paul McCartney,783
790,"So the question is, is that true, how good is the testing. So the CDC put out guidance to the general public about these antibody tests. They said, and a population or the prevalence is 5% a test with 90% sensitivity and 95% specificity will yield the positive predictive value of 49%",00:36:05.220,00:35:47.550,Paul McCartney,784
791,"Sorry. You think the general person that's taking an antibody test has any idea what that means include. I mean, it takes me and this is what I do for a living. And it takes me a while to sit down there and puzzle out what this means.",00:36:18.090,00:36:06.270,Paul McCartney,785
792,"How are people supposed to really understand this. Yes, this is definitely where the headache comes on. Thank you.",00:36:23.670,00:36:18.660,Paul McCartney,786
793,So let's take a step back and think about what question we really want to know the first test approved by the FDA for coven 19 antibody testing as sent on the CDC website is 95% accurate.,00:36:38.220,00:36:24.360,Paul McCartney,787
794,"What we want to know is what is the chance if your friend comes to you and says, I have the antibodies, it's safe to hang out.",00:36:44.490,00:36:38.790,Paul McCartney,788
795,"What you want to know is what is the chance that an individual actually has the antibodies, assuming they test positive",00:36:52.470,00:36:44.910,Paul McCartney,789
796,Most people would assume based upon the CDC website is that it's 95% the test is 95% accurate. So there's a 95% chance that they have the antibodies and then it's fine.,00:37:02.580,00:36:53.130,Paul McCartney,790
797,Let's take a closer look. If you have an antibody test. There are four possible outcomes outcome. One is you are positive and you test positive the test did its job. You're all good.,00:37:16.080,00:37:03.690,Paul McCartney,791
798,Outcome to is that you are negative for antibodies and you test negative again the test did its job.,00:37:22.800,00:37:16.710,Paul McCartney,792
799,But because the test is not 100% accurate. There are two other possible outcomes. The first is a false negative,00:37:31.650,00:37:23.340,Paul McCartney,793
800,That means the test says you don't have the antibodies test negative. But you do have them the falls apart.,00:37:38.730,00:37:32.070,Paul McCartney,794
801,"Now, that one's not that dangerous, right. It's kind of annoying because you wish you knew that you had the antibodies and you can go out and do stuff.",00:37:45.360,00:37:39.390,Paul McCartney,795
802,"But you're not going to pass the disease on to, and you're going to pass the virus on to anyone else because you're going to think that you don't have the end the body. So you need to stay home.",00:37:53.400,00:37:45.600,Paul McCartney,796
803,"But there's a fourth option, a false positive, the test says you have the antibodies, but you don't",00:38:00.540,00:37:54.180,Paul McCartney,797
804,"And this is the really dangerous one. Because you're going to think that you're going to your immune, you're going to think you can't pass it on to anyone else. And you're going to go out into the wide world and pass it on.",00:38:10.230,00:38:00.990,Paul McCartney,798
805,"So the question is, how often does this happen. So let's let's look. Let's take a real scenario.",00:38:18.270,00:38:11.520,Paul McCartney,799
806,"5% of the population has coded 19 that's what the CDC meant when they said 5% prevalence, meaning that they 5% is had it and we'll test positive for it.",00:38:28.170,00:38:18.690,Paul McCartney,800
807,And the coven 19 antibody test is 95% accurate. So those are two assumptions and starting points. So let's say we have a population of thousand people. Let's say it's 1000 people at work.,00:38:39.150,00:38:28.710,Paul McCartney,801
808,So if there's 5% prevalence in the population 5% of these people have had coven and will test positive for it 5% of 1000 is 50 people so 50 people have antibodies and we'll test positive for tested its job.,00:38:54.150,00:38:40.020,Paul McCartney,802
809,"But the test is only 95% accurate meaning 5% of the time, it won't be accurate.",00:39:00.360,00:38:55.050,Paul McCartney,803
810,"So we will have a 5% false positive rate, people will falsely test positive, it will tell them that they have the antibodies, but they don't 5% of 1000 is again 50 so we have 50 people who will falsely test positive",00:39:15.930,00:39:00.840,Paul McCartney,804
811,"Now out of our thousand people all 100 of these people will test positive all 100 old test positive, but only 50 of them actually have it.",00:39:29.280,00:39:16.890,Paul McCartney,805
812,"Meaning there's only a 50% chance that you actually have the antibodies. So back to our original question of what is the chance to be an individual actually has the antibodies, assuming they test positive",00:39:42.240,00:39:30.060,Paul McCartney,806
813,50%. That's it. It's the same as a toss of a coin. So when we think that if we have the antibodies. We can go back out into the world.,00:39:51.210,00:39:43.230,Paul McCartney,807
814,"There's a 5050 chance that it won't work. Yes. Not all 1000 people get the test that is true, but we're going, we're basing this idea of antibody testing on that it will help us get back to work.",00:40:02.160,00:39:51.750,Paul McCartney,808
815,"And so we would test everyone in the population and how it, but people who test negative impact this style at all in general that number for this 95% accurate what they meant was 5% false positives and 5% false negatives. So there would also be a large issue with that as well.",00:40:19.710,00:40:02.580,Paul McCartney,809
816,Okey dokey.,00:40:22.680,00:40:21.870,Paul McCartney,810
817,"So, how we interpret the data, you know, CDC put out that statement, but how we interpret it as 95% accurate versus actually 5050 changes the entire way that we look at the situation.",00:40:35.310,00:40:24.750,Paul McCartney,811
818,So now we get to our final example of how and my favorite one finished baby boxes in 2013 the BBC put out this article Why finished babies sleep in cardboard boxes.,00:40:47.280,00:40:36.600,Paul McCartney,812
819,It was an article documenting the finished policy of giving every mother a cardboard box baby supplies and the baby would use the box as a bed.,00:40:56.430,00:40:47.760,Paul McCartney,813
820,"And this is a really interesting example of what happened because it exploded all over the place. People were talking about these baby boxes and for me, when my Molly, I will be right back to you. I'm going to write outside talk about that at the end.",00:41:10.020,00:40:57.300,Paul McCartney,814
821,But inside this article was a graph and it showed Finland's incredible decrease in infant mortality rate incredible progress from 1935 down here to 2010,00:41:23.460,00:41:11.790,Paul McCartney,815
822,"And it also included Finland's and current infant mortality rate which is two and 1000 versus the rest of the world, which is 32 and 1000",00:41:31.860,00:41:23.910,Paul McCartney,816
823,So really incredible based upon this policy of sending every mother a baby box.,00:41:38.100,00:41:32.340,Paul McCartney,817
824,"And it sparked an entire industry finished baby boxes British baby boxes. I actually went to a shower recently and the girl, my friend who was having a baby got two baby boxes at this whole industry.",00:41:51.930,00:41:38.730,Paul McCartney,818
825,And it's incredible really this box this cardboard box that can save a baby's life. It's not just any cardboard box. It's an $850 cardboard box.,00:42:01.980,00:41:52.380,Paul McCartney,819
826,"I'm not really sure what they print on that thing. But inside of it actually looks got one to look at it and I'm inside. It has six diapers, which I'm I think any parents would be able to decide how long six diapers last",00:42:14.130,00:42:02.610,Paul McCartney,820
827,"Like two one Z's. A couple books. So really, the, the whole thing is this cardboard box.",00:42:19.410,00:42:14.700,Paul McCartney,821
828,"Is your baby slept one baby slept in a dresser drawer exactly same concept but you know i i would admit I hope the dresser Jordan cost 800 bucks, but you never know.",00:42:28.830,00:42:20.760,Paul McCartney,822
829,"And so, but, you know, okay, if we really believed that this box would save your child's life would save any child's life, you'd say fine 800 bucks. No problem. You would do anything to get that box anything. So the question is, does it",00:42:46.680,00:42:29.670,Paul McCartney,823
830,Let's take a look back at this exact same graph and how we're going to interpret this data and how we're going to interpret this graph.,00:42:55.350,00:42:47.970,Paul McCartney,824
831,"In 1938 Finland had a higher infant mortality profile, then it's other Nordic neighbors and it decided it needed to do something about it.",00:43:04.290,00:42:55.890,Paul McCartney,825
832,"So it went on this incredible marketing campaign convincing others rich, poor educated or uneducated that they if they had their kids sleeping this baby box back kids slept in it they be fine. They'd survive, but this would save their child's life.",00:43:23.040,00:43:04.680,Paul McCartney,826
833,"And when every mother was convinced of this and wanted this baby box. The finished government said, you know, there's actually a catch.",00:43:33.300,00:43:24.300,Paul McCartney,827
834,"In order to get this baby box every mother will get one, but you have to go to prenatal education class.",00:43:41.190,00:43:33.990,Paul McCartney,828
835,So in 1944 the year before the box came out 31% finished and others receive Prenatal Education in 1945 the year after 86% of finished mothers received Prenatal Education. It wasn't the box at all. It was education and general progress of info mortality rates across the world.,00:44:02.010,00:43:42.090,Paul McCartney,829
836,"And the reason we know this is because the infant mortality profile for rich, poor educated and uneducated finished mothers.",00:44:09.630,00:44:03.090,Paul McCartney,830
837,"Is the same as the infant mortality profile for rich and educated mothers in the US, the difference is born on educated mothers in the US have a much higher infant mortality profile. Now you can forgive industry for",00:44:24.420,00:44:09.900,Paul McCartney,831
838,"You know, deciding to profit and go, go forth and conquer off of these finished baby boxes.",00:44:30.330,00:44:25.440,Paul McCartney,832
839,But you would think governments and other governments would sort of look into this sort of how this these baby boxes really worked before embarking upon a scheme.,00:44:40.290,00:44:31.170,Paul McCartney,833
840,To send out baby boxes but no in a baby boxes were sent out in Essex in Birmingham and Scotland. They piloted a program in 2016 and now every single mother and Scotland receives a baby box. No. Prenatal Education required to the tune of I think $13 million of taxpayer money.,00:44:59.820,00:44:40.590,Paul McCartney,834
841,"But you know, that's the UK. We're America or smarter our government would definitely look into this stuff before piloting these baby boxes.",00:45:07.800,00:45:01.020,Paul McCartney,835
842,"Except they don't US states introduced baby boxes to help combat infant mortality in 2017 Alabama New Jersey and Ohio sent out baby boxes to the tune of 15,000,020 6,000,030 $5 million tons and tons of taxpayer money wasted with no Prenatal Education required",00:45:30.630,00:45:08.160,Paul McCartney,836
843,"And if someone had simply asked how is this interpreted. How does, what does this graph really mean we wouldn't be here.",00:45:40.050,00:45:32.160,Paul McCartney,837
844,"And as Alonso asks, How do you get to think to all the questions that are not intuitive to the data presented",00:45:46.470,00:45:40.530,Paul McCartney,838
845,"I know these questions seems stupid who what and how but I am telling you they work if you just take a step back and think, Who is this data about",00:45:57.210,00:45:46.950,Paul McCartney,839
846,"What are we really trying to ask of it and how should we really be interpreting this, it may not give you the answers. It may not make us. It's not going to make you a statistician",00:46:07.650,00:45:57.540,Paul McCartney,840
847,But it will give you a feeling for whether the veracity of this data really need something,00:46:12.990,00:46:07.980,Paul McCartney,841
848,"And this this example leads us to our fourth question of why, why do we care and I want to, I want to use the same baby box numbers. And I want to say, you know,",00:46:24.870,00:46:13.860,Paul McCartney,842
849,"I don't know the difference between 26,000,035 million except that it's 9 million",00:46:29.640,00:46:25.350,Paul McCartney,843
850,"These numbers don't mean anything to me and our jobs and our work and newspapers, we see these numbers. Every time we see billions. We see trillions.",00:46:37.680,00:46:29.940,Paul McCartney,844
851,"For a lot of states 15,000,035. These are rounding errors for states for companies. How do we have a we make these numbers mean something. Why should we care about this money that's lost",00:46:50.130,00:46:37.890,Paul McCartney,845
852,And I would say that going along the lines of anyone looking at this would be interested in sort of Child Health and baby health that we somehow figure out a way to make those numbers mean something in terms of that in terms of their opportunity cost as Mandy says,00:47:04.800,00:46:51.030,Paul McCartney,846
853,"So how do we do that, I would say, then instead of saying that Alabama wasted $15 million of taxpayer money.",00:47:12.210,00:47:05.340,Paul McCartney,847
854,"They could have paid for diapers for a year for 30,000 babies or New Jersey could have bought baby food for a year for 40,000 babies or Ohio could have paid a year salary for 800 new child social care workers.",00:47:29.580,00:47:12.600,Paul McCartney,848
855,We need to turn these numbers into something that matters to people into something that people understand and personally matters to them.,00:47:39.180,00:47:29.880,Paul McCartney,849
856,And that brings me to our last example you know we've talked this whole time about negative things you know the right you know,00:47:46.860,00:47:40.110,Paul McCartney,850
857,"About the, you know, all the manipulative things bad things sneaky things. But there's also incredible things that we can do. There's really incredible things we can do with actually making people care about the numbers.",00:48:00.000,00:47:47.130,Paul McCartney,851
858,"Or in the most severe refugee crisis since world war two and it's only growing UNHCR, the UN Refugee agencies budget for 2016 was $8",00:48:09.240,00:48:00.810,Paul McCartney,852
859,"Billion, but they only got 3 billion. That's $5 billion needed to help people. So what do they do they need to figure out a way to raise more money.",00:48:18.090,00:48:09.690,Paul McCartney,853
860,"That is, but as what needs to be done for this refugee crisis. So how do they do it, and I'm going to show you a very disturbing image. Next, so please. Just be ready for that.",00:48:27.030,00:48:18.540,Paul McCartney,854
861,This is Alan Curtis. He's a three year old Syrian boy who in 2015 was found drowned on a Turkish beach and his family were Syrian refugees fleeing to Europe.,00:48:37.920,00:48:28.560,Paul McCartney,855
862,"This pictures unfathomably horrible event is really what sparked the world's discussion of the Syrian refugee crisis and one would imagine. I mean, how could you not look at that photo and feel sort of a deep on unbelievable sadness and it did increase donations, but not for very long.",00:48:59.640,00:48:38.550,Paul McCartney,856
863,"Three days was how long this image stayed in people's minds. There's absolutely horrible, horrible tragedy, and it was three days that a picture was able to see stay in people's minds.",00:49:12.330,00:49:00.840,Paul McCartney,857
864,"So we decided that we need to figure out what does stay in people's minds what works, what makes them care about the crisis or the issue longer",00:49:22.110,00:49:12.780,Paul McCartney,858
865,"So we did a study and what works and what doesn't. So we call people and we ask them questions and you say, which one of these does this increase or decrease your affinity towards the crisis.",00:49:35.160,00:49:22.920,Paul McCartney,859
866,"So if someone asks you, refugees undergo stringent security checks. Would that make you feel better about refugees or worse and take a second and think what you think most people would feel",00:49:45.390,00:49:35.760,Paul McCartney,860
867,"This question surprised me. It actually decreased people's affinity for the cause, because it reminded them that there are security issues.",00:49:55.260,00:49:47.700,Paul McCartney,861
868,Refugees more likely to graduate college and secure jobs than non refugees.,00:50:01.080,00:49:56.310,Paul McCartney,862
869,Is that going to increase or decrease people support in this case that decreased Democratic support but increased Republican support.,00:50:09.390,00:50:02.220,Paul McCartney,863
870,Nearly half of refugees or children.,00:50:12.450,00:50:10.530,Paul McCartney,864
871,Increased all support Albert Einstein was a refugee think it increased or decreased support it increased all support. We did a test on Catholics.,00:50:23.610,00:50:13.650,Paul McCartney,865
872,"60 million to displace 21 million refugees are fleeing their homes and then we had another one that said, Jesus was a refugee, the numbers had no change in support. Jesus was a refugee had an large increase",00:50:37.980,00:50:24.240,Paul McCartney,866
873,What this told us is that if you say there is a global refugee crisis. They're 16 million displaced. No one cares right these are fleeting numbers. They mean nothing to us and it goes right out of our head.,00:50:50.760,00:50:38.430,Paul McCartney,867
874,"But if we can take the numbers and have them say this is the way it impacts you and what you care about people will become donors, people are affected, and they will remember",00:51:02.250,00:50:51.390,Paul McCartney,868
875,"So we did a campaign during the major league baseball playoffs for each team that you would be watching, we put up their stadium and the number of people.",00:51:11.820,00:51:03.450,Paul McCartney,869
876,"42,000 new people flee their homes on a daily basis. This is the same size as the crowd that you are watching on TV and this case at the Minute Maid Park, home of the Houston Astros",00:51:23.820,00:51:12.060,Paul McCartney,870
877,"It let us take this big number 42,000 people flee their home every day. That means nothing to anyone.",00:51:31.050,00:51:24.450,Paul McCartney,871
878,"And give it a visual from something that people care about, they are watching this stadium, they are watching this crowd. They can see all these people",00:51:41.040,00:51:31.680,Paul McCartney,872
879,"And it meant something it increase donations by 100,000 recurring donors. People, who keep giving",00:51:49.590,00:51:41.550,Paul McCartney,873
880,"If you are able to tell good numerical stories. If you're able to not just take the data analysis, but actually show the why, why we should care about it and make it mean something to people.",00:52:03.900,00:51:50.580,Paul McCartney,874
881,"Then, whether it's for engagement action donation customers whatever you're trying to do. If those numbers can impact someone personally, you can have a lasting decision for them.",00:52:16.320,00:52:04.200,Paul McCartney,875
882,"Really overall what this says is, we come back to data ism and humanism, you know, data gives us incredible insights to things. We'd never be able to see, but we need to retain our own experience and our own tuition.",00:52:33.090,00:52:19.770,Paul McCartney,876
883,"And make sure that we were always asking the right questions of the data. The who the what the how and the, why should we care. And if we're able to do that then we really can deliver true value in both our personal and working moms. Thank you.",00:52:49.770,00:52:33.390,Paul McCartney,877
884,"Thank you very much liberty for sharing such a helpful way of thinking about numbers and I was wondering, in a couple minutes that we have. If you have any",00:53:02.130,00:52:52.410,Andrew Knight,878
885,"Like rules of thumb or your risks that you use when you're reading a news article or, you know, the latest piece of information that comes out about coven. Is there anything that that you do consciously to try to make your way through some of the distortion of numbers.",00:53:20.430,00:53:02.670,Andrew Knight,879
886,"I think the first and most important thing is to not believe any of it right off the bat, and I hate saying that because you don't want to be this.",00:53:28.830,00:53:21.450,Paul McCartney,880
887,"You know, sort of non believer, but you really can't believe it right off the bat, the biggest numbers. The 95% accurate or the double the risk of death. That's what makes you read the article.",00:53:40.350,00:53:29.100,Paul McCartney,881
888,"I will say, I think the headlines are almost always way worse than the article itself. A lot of times the article itself will have the caveats, and will have the the world. Well, if you look at it this way, the headlines never will.",00:53:54.510,00:53:40.620,Paul McCartney,882
889,"Because the headlines are really about getting people to read it. And in general, like I know for example. Whenever I write, I don't get to choose the headline. I have zero SEO for it.",00:54:03.240,00:53:55.020,Paul McCartney,883
890,"And it will be what is going to get people to read it and it's not going to have the well it's not a double a risk of death of you dying from French fries. It's actually you know headline. Oh, a 1% increase in risk of death. It just doesn't get you to read it.",00:54:16.380,00:54:03.600,Paul McCartney,884
891,"So it just takes like scrutinizing i mean i think i dropped something in the chat earlier that, you know, it gives me a headache sometimes to try to make my way through, what is the actual",00:54:29.100,00:54:18.180,Andrew Knight,885
892,risk level that's being presented and of course the always important question that john has dropped in the in the chat to leave us with and maybe you could leave this as a cliffhanger. How do we win the lottery.,00:54:43.470,00:54:30.090,Andrew Knight,886
893,Got to buy the book.,00:54:44.760,00:54:43.830,Paul McCartney,887
894,gotta buy the,00:54:46.170,00:54:45.510,Andrew Knight,888
895,"Book. I'm kidding, I'm kidding.",00:54:47.310,00:54:46.200,Paul McCartney,889
896,"I actually deleted that example because I was running out of time. Get Away With Murder, you gotta go look at OJ it and it worked out. Sure. You really want to try that. But there's, there's a lot of questions about statistical change of samples.",00:55:02.100,00:54:48.900,Paul McCartney,890
897,"Well, thank you again so much for taking time to share these thoughts with us. And folks, if you can go down to the bottom of your zoom window, you'll see a",00:55:12.000,00:55:03.360,Andrew Knight,891
898,"button that says reactions. And so if you'd click that reactions button and let's give liberty, a virtual you know Round of applause for sharing her expertise with us.",00:55:25.380,00:55:12.480,Andrew Knight,892
899,"Certainly, if you are in person ensure we have here rockets. APPLAUSE So thank you so much everyone, hope you have a wonderful rest of your day and 15 minutes if this is your lunch hour to squeeze out and grab something to eat. So thanks everyone. See you in our next program.",00:55:41.970,00:55:26.820,Andrew Knight,893
